name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Adaeze Nwosu,Ministry of Finance,246737,2970267295,First Bank,BIO_20529,89.95,2018-04-24,EMP_009438
Bola Adeyemi,Ministry of Water Resources,461454,7121278920,GTBank,BIO_64055,90.52,2023-08-10,EMP_009439
Dele Adeleke,Ministry of Health,127838,1057244456,First Bank,,99.9,2025-12-02,EMP_009440
Tunde Adeleke,Civil Service Commission,88793,9141029754,Zenith,BIO_70712,86.12,2022-10-04,EMP_009441
Fatima Umar,Ministry of Agriculture,316523,9033632895,Access,BIO_81897,98.91,2019-02-24,EMP_009442
Okechukwu Eze,Ministry of Water Resources,244753,8833777761,First Bank,BIO_15187,88.36,2019-10-27,EMP_009443
Tunde Ogunlesi,Ministry of Water Resources,311194,5201929213,GTBank,,99.9,2026-05-10,EMP_009444
Tunde Adebayo,Ministry of Finance,211297,6234893595,GTBank,BIO_37760,94.41,2020-09-08,EMP_009445
Abubakar Yusuf,Ministry of Works,326398,6303028566,Access,BIO_99748,92.47,2025-03-24,EMP_009446
Yemi Adebayo,Nigeria Customs Service,444910,7571863288,Access,BIO_82875,90.58,2021-10-25,EMP_009447
Aisha Musa,Civil Service Commission,419301,1287069551,GTBank,BIO_17986,96.88,2016-09-23,EMP_009448
Abubakar Umar,Ministry of Water Resources,455772,7683919185,GTBank,BIO_23983,90.49,2022-10-25,EMP_009449
Ade Adeyemi,Federal Roads Maintenance Agency,193302,3500474916,Access,BIO_11728,96.17,2023-09-27,EMP_009450
Usman Musa,Ministry of Water Resources,358006,3227503775,Zenith,BIO_86032,90.63,2016-08-30,EMP_009451
Hassan Yusuf,Nigeria Customs Service,285262,7194612142,Zenith,BIO_41502,88.32,2018-04-20,EMP_009452
Usman Musa,Ministry of Works,420874,6611505816,First Bank,,99.9,2025-10-26,EMP_009453
Ibrahim Ahmad,Federal Roads Maintenance Agency,238602,7179894623,UBA,BIO_84158,93.67,2023-02-02,EMP_009454
Ade Ogunlesi,Ministry of Finance,338963,2239576351,GTBank,BIO_64875,95.45,2021-12-17,EMP_009455
Chukwu Ani,Nigeria Customs Service,385613,3293871067,Access,BIO_30409,90.06,2019-08-18,EMP_009456
Chiamaka Nwosu,Ministry of Agriculture,323602,9971289348,Access,BIO_55978,86.0,2016-11-13,EMP_009457
Fatima Ibrahim,Nigeria Customs Service,128214,2898032793,Zenith,BIO_28488,95.02,2023-12-03,EMP_009458
Tayo Williams,Ministry of Agriculture,85972,6090944751,First Bank,BIO_36577,87.5,2017-09-12,EMP_009459
Ade Adeyemi,Ministry of Works,127665,7823434539,GTBank,BIO_39538,95.04,2018-09-05,EMP_009460
Dele Adebayo,Ministry of Water Resources,133880,7714539328,GTBank,BIO_65099,96.38,2023-01-04,EMP_009461
Zainab Yusuf,Ministry of Agriculture,138943,4263336686,Access,BIO_47009,96.52,2018-06-25,EMP_009462
Chioma Eze,Ministry of Health,136291,1242470244,Access,BIO_82054,89.74,2024-04-04,EMP_009463
Dele Williams,Ministry of Finance,332326,9602968658,UBA,BIO_20972,87.58,2018-01-17,EMP_009464
Hassan Musa,Ministry of Education,283139,6521591766,First Bank,BIO_32219,95.45,2023-06-06,EMP_009465
Kemi Oyedepo,Ministry of Education,129665,9291999883,First Bank,BIO_17662,85.37,2022-09-25,EMP_009466
Uchenna Onyeka,Civil Service Commission,485459,9450790073,First Bank,BIO_11418,88.14,2021-12-09,EMP_009467
Ade Williams,Ministry of Education,391788,9757543205,Zenith,BIO_30743,96.74,2021-09-16,EMP_009468
Okechukwu Nwosu,Ministry of Water Resources,243130,8405015691,GTBank,BIO_94228,89.01,2017-07-04,EMP_009469
Okechukwu Ani,Nigeria Customs Service,263321,3037498778,GTBank,BIO_96367,93.33,2022-10-10,EMP_009470
Tunde Ogunlesi,Ministry of Education,495992,2376744170,UBA,BIO_14811,95.68,2016-06-22,EMP_009471
Kemi Adebayo,Ministry of Works,139326,8828500986,Zenith,BIO_55644,96.28,2021-02-08,EMP_009472
Chukwu Nwankwo,Federal Roads Maintenance Agency,212650,1527094161,GTBank,BIO_48075,93.06,2018-09-29,EMP_009473
Chinedu Okonkwo,Ministry of Water Resources,329529,8588622867,UBA,BIO_76899,97.11,2017-04-29,EMP_009474
Ibrahim Ibrahim,Ministry of Agriculture,296477,2749759563,UBA,BIO_94346,88.94,2022-03-01,EMP_009475
Fatima Yusuf,Ministry of Water Resources,258126,2436161031,First Bank,BIO_16033,89.14,2020-09-30,EMP_009476
Hassan Mohammed,Nigeria Customs Service,102102,6052451550,GTBank,BIO_93320,96.57,2024-08-31,EMP_009477
Chiamaka Okonkwo,Ministry of Works,453099,7986257844,UBA,BIO_94530,88.89,2020-09-29,EMP_009478
Chiamaka Okafor,Ministry of Health,147450,2665495837,UBA,BIO_87649,89.68,2024-08-19,EMP_009479
Abubakar Suleiman,Ministry of Water Resources,423122,9576567953,Access,BIO_30579,92.58,2024-09-18,EMP_009480
Yemi Oyedepo,Nigeria Customs Service,138084,2512372231,Access,BIO_35714,96.95,2024-11-13,EMP_009481
Dele Williams,Ministry of Agriculture,400496,1586569516,GTBank,BIO_96830,96.65,2023-06-10,EMP_009482
Adaeze Nwankwo,Ministry of Health,489753,4144458237,Access,BIO_22825,93.95,2020-07-30,EMP_009483
Amina Suleiman,Ministry of Finance,354688,6363502640,First Bank,BIO_76656,92.6,2021-11-06,EMP_009484
Tunde Adeleke,Ministry of Works,117653,3467357200,Access,BIO_19583,88.03,2021-03-30,EMP_009485
Chukwu Okonkwo,Ministry of Finance,160423,1606470639,Zenith,BIO_68608,85.99,2019-08-17,EMP_009486
Usman Yusuf,Ministry of Health,128816,2415396181,UBA,BIO_88241,88.01,2025-02-18,EMP_009487
Amina Umar,Ministry of Education,115968,7225783007,GTBank,BIO_48750,97.69,2017-02-13,EMP_009488
Kemi Williams,Nigeria Customs Service,470565,8395128392,UBA,BIO_46080,89.33,2022-04-01,EMP_009489
Usman Yusuf,Ministry of Agriculture,350685,6050000335,GTBank,BIO_23534,92.32,2024-12-02,EMP_009490
Chiamaka Onyeka,Ministry of Works,432936,9138430930,GTBank,BIO_43018,92.92,2018-11-22,EMP_009491
Usman Mohammed,Ministry of Water Resources,317221,3671270923,First Bank,BIO_73951,87.77,2020-02-06,EMP_009492
Zainab Ahmad,Ministry of Health,161040,1862418380,Access,BIO_99549,85.86,2019-12-26,EMP_009493
Tunde Adeyemi,Ministry of Water Resources,336324,9634679330,UBA,BIO_82629,91.95,2024-05-06,EMP_009494
Tunde Adebayo,Ministry of Works,360256,4397629412,Access,BIO_12828,93.52,2017-10-31,EMP_009495
Chinedu Nwankwo,Ministry of Water Resources,428337,6761699366,First Bank,BIO_51283,95.52,2018-08-06,EMP_009496
Femi Oyedepo,Federal Roads Maintenance Agency,383128,4632684921,Access,BIO_44806,93.02,2021-08-27,EMP_009497
Femi Oyedepo,Ministry of Finance,460039,5661165462,Access,BIO_52657,93.84,2022-01-05,EMP_009498
Fatima Ibrahim,Nigeria Customs Service,457602,5319632260,UBA,BIO_61592,86.91,2018-09-25,EMP_009499
Aisha Umar,Civil Service Commission,287199,6393518100,Access,BIO_92775,95.6,2018-02-22,EMP_009500
Uchenna Ani,Nigeria Customs Service,273202,6119764380,UBA,BIO_43840,96.49,2017-07-12,EMP_009501
Nnamdi Eze,Nigeria Customs Service,334574,6696015419,Access,BIO_23920,95.82,2023-10-16,EMP_009502
Bola Adebayo,Nigeria Customs Service,364923,4579467356,GTBank,BIO_91965,96.65,2016-11-09,EMP_009503
Uchenna Eze,Ministry of Agriculture,427776,8143381804,Access,BIO_41070,92.03,2022-01-29,EMP_009504
Abubakar Umar,Ministry of Finance,203725,3077079845,GTBank,BIO_72684,92.81,2016-07-27,EMP_009505
Ibrahim Mohammed,Ministry of Health,96535,2834167858,GTBank,BIO_76186,97.96,2017-04-07,EMP_009506
Aisha Musa,Federal Roads Maintenance Agency,169365,8947694103,Zenith,BIO_48243,92.68,2016-07-27,EMP_009507
Chukwu Onyeka,Ministry of Agriculture,272765,9921999929,GTBank,BIO_45148,89.88,2022-04-06,EMP_009508
Hassan Yusuf,Ministry of Education,117367,3696488880,First Bank,BIO_55796,94.85,2021-11-23,EMP_009509
Okechukwu Onyeka,Ministry of Power,280182,9619578284,GTBank,BIO_54378,99.04,2022-11-21,EMP_009510
Uchenna Okafor,Ministry of Agriculture,262201,8615049459,GTBank,BIO_79853,97.18,2022-12-11,EMP_009511
Kemi Ogunlesi,Ministry of Agriculture,431432,1883017387,UBA,BIO_35514,88.99,2016-11-10,EMP_009512
Amina Ahmad,Ministry of Works,103524,5305587122,First Bank,BIO_18540,94.42,2023-02-12,EMP_009513
Bola Adebayo,Civil Service Commission,419188,4017862271,GTBank,BIO_32915,93.69,2022-08-11,EMP_009514
Adaeze Nwankwo,Nigeria Customs Service,467704,1065927848,Access,BIO_42843,91.4,2018-02-06,EMP_009515
Femi Adebayo,Ministry of Agriculture,412542,1771032022,Zenith,BIO_65400,93.34,2023-07-31,EMP_009516
Aisha Ahmad,Ministry of Power,377623,1309229780,Access,BIO_54969,87.82,2020-08-31,EMP_009517
Usman Ibrahim,Ministry of Finance,953178,2714311295,First Bank,BIO_11373,87.91,2025-07-22,EMP_009518
Aisha Mohammed,Ministry of Education,426642,5627550644,Zenith,BIO_34042,87.5,2020-02-21,EMP_009519
Uchenna Nwankwo,Ministry of Power,171599,5481499068,UBA,BIO_77004,97.56,2025-03-08,EMP_009520
Kemi Williams,Nigeria Customs Service,129343,4968607335,Zenith,BIO_18798,95.4,2017-10-07,EMP_009521
Ade Adeleke,Ministry of Agriculture,119011,4741147261,UBA,BIO_25722,91.28,2019-12-21,EMP_009522
Uchenna Nwosu,Ministry of Works,349804,6870355475,Access,BIO_56977,93.5,2025-02-26,EMP_009523
Chioma Okafor,Civil Service Commission,139407,7965122554,Zenith,BIO_10354,96.94,2019-12-31,EMP_009524
Usman Mohammed,Federal Roads Maintenance Agency,283099,3948675186,GTBank,BIO_81362,94.27,2021-02-04,EMP_009525
Chukwu Obiora,Nigeria Customs Service,257298,2227818845,Access,BIO_16797,88.13,2019-03-19,EMP_009526
Amina Ahmad,Federal Roads Maintenance Agency,171178,4956656160,UBA,BIO_96110,96.21,2017-01-08,EMP_009527
Aisha Suleiman,Ministry of Finance,496555,3482461344,Access,BIO_53412,94.18,2024-08-04,EMP_009528
Uchenna Nwankwo,Civil Service Commission,164071,6554521473,UBA,BIO_48102,87.3,2017-02-27,EMP_009529
Chiamaka Nwosu,Civil Service Commission,293309,2186000989,GTBank,BIO_16228,85.37,2017-10-15,EMP_009530
Chioma Nwankwo,Ministry of Water Resources,107007,7593067975,Zenith,BIO_76528,87.44,2020-08-29,EMP_009531
Bola Ogunlesi,Nigeria Customs Service,454352,1902706985,Access,BIO_28543,91.17,2019-10-20,EMP_009532
Hassan Yusuf,Ministry of Agriculture,492591,2097866799,Access,BIO_91290,88.52,2020-05-11,EMP_009533
Femi Adeyemi,Civil Service Commission,320643,1736631594,Access,BIO_39684,87.73,2020-10-25,EMP_009534
Adaeze Obiora,Ministry of Power,308171,8024839873,UBA,BIO_41292,85.28,2018-05-24,EMP_009535
Femi Oyedepo,Federal Roads Maintenance Agency,238729,3457313070,First Bank,BIO_45667,86.93,2021-02-13,EMP_009536
Chukwu Ani,Ministry of Health,217331,6148886256,Access,BIO_43697,92.3,2021-06-18,EMP_009537
Fatima Mohammed,Ministry of Power,379975,9301179150,UBA,BIO_51248,89.87,2022-05-23,EMP_009538
Yemi Oyedepo,Federal Roads Maintenance Agency,476650,7147248313,First Bank,BIO_10545,97.64,2016-10-19,EMP_009539
Usman Suleiman,Federal Roads Maintenance Agency,430668,4264100534,Access,BIO_64163,92.98,2022-06-17,EMP_009540
Amina Ibrahim,Ministry of Power,397671,7254926068,Zenith,BIO_49552,90.09,2019-12-21,EMP_009541
Zainab Suleiman,Ministry of Works,424530,7060483237,UBA,BIO_78216,85.05,2024-08-30,EMP_009542
Tunde Oyedepo,Federal Roads Maintenance Agency,486478,2863984761,Access,BIO_12690,89.26,2023-11-23,EMP_009543
Tunde Ogunlesi,Ministry of Education,132875,8165460128,Access,BIO_30391,97.43,2016-08-18,EMP_009544
Hassan Yusuf,Ministry of Agriculture,152414,4150938899,First Bank,BIO_82618,93.4,2016-08-08,EMP_009545
Tunde Oyedepo,Federal Roads Maintenance Agency,334346,2498164430,Zenith,BIO_78417,86.34,2017-07-31,EMP_009546
Aisha Yusuf,Ministry of Power,161522,9990241714,Zenith,BIO_16330,86.21,2022-09-20,EMP_009547
Chukwu Onyeka,Ministry of Water Resources,410626,9049622162,Zenith,BIO_17527,92.55,2021-05-18,EMP_009548
Nnamdi Okonkwo,Federal Roads Maintenance Agency,463938,3388775845,GTBank,BIO_21539,97.11,2017-12-20,EMP_009549
Zainab Musa,Federal Roads Maintenance Agency,355073,6247031939,Access,BIO_16302,86.17,2018-03-09,EMP_009550
Yemi Oyedepo,Civil Service Commission,314011,9738269030,UBA,BIO_13794,97.63,2021-03-26,EMP_009551
Ade Adeleke,Nigeria Customs Service,411440,6681619050,Zenith,BIO_84122,85.3,2019-08-14,EMP_009552
Aisha Ahmad,Ministry of Finance,310570,3304531295,UBA,BIO_38043,87.46,2016-07-07,EMP_009553
Ade Ogunlesi,Ministry of Health,426227,2902160165,GTBank,BIO_34799,91.55,2024-12-15,EMP_009554
Chioma Nwankwo,Ministry of Water Resources,466709,7939098915,UBA,BIO_42653,90.16,2020-10-29,EMP_009555
Usman Musa,Federal Roads Maintenance Agency,100251,1168950443,UBA,BIO_95698,97.12,2024-08-23,EMP_009556
Ade Williams,Ministry of Power,150587,4988461864,Zenith,BIO_54226,94.43,2018-10-24,EMP_009557
Femi Adebayo,Ministry of Health,298058,3637474268,Access,BIO_76209,95.36,2023-05-30,EMP_009558
Ibrahim Ahmad,Ministry of Finance,469266,2595334946,Zenith,BIO_79382,86.48,2022-03-01,EMP_009559
Chinedu Okafor,Ministry of Power,266739,5551257448,Access,BIO_18233,89.73,2021-08-03,EMP_009560
Ade Oyedepo,Ministry of Water Resources,170507,9990346196,UBA,BIO_66134,85.23,2021-01-17,EMP_009561
Bola Ogunlesi,Civil Service Commission,264582,7415552792,Zenith,BIO_31411,95.39,2019-12-21,EMP_009562
Chiamaka Nwosu,Nigeria Customs Service,128649,2073335874,First Bank,BIO_11190,91.15,2025-04-29,EMP_009563
Uchenna Nwankwo,Ministry of Agriculture,312634,8962055268,UBA,BIO_93739,88.46,2023-02-02,EMP_009564
Nnamdi Okonkwo,Federal Roads Maintenance Agency,488570,7079386497,Access,BIO_55179,93.12,2019-08-29,EMP_009565
Chiamaka Nwankwo,Ministry of Water Resources,417411,9146346376,GTBank,BIO_55436,91.38,2020-08-09,EMP_009566
Zainab Yusuf,Ministry of Agriculture,475359,9071536687,Zenith,BIO_61286,86.0,2019-06-09,EMP_009567
Abubakar Yusuf,Ministry of Health,323256,2453193136,GTBank,BIO_24070,86.66,2022-04-06,EMP_009568
Dele Ogunlesi,Ministry of Power,460453,9104481431,Access,BIO_48945,88.52,2021-06-25,EMP_009569
Tunde Adebayo,Ministry of Power,435980,6123721148,First Bank,BIO_28797,85.18,2019-02-01,EMP_009570
Ibrahim Musa,Ministry of Works,262570,2858931590,UBA,BIO_21079,89.41,2022-08-25,EMP_009571
Abubakar Ibrahim,Ministry of Education,308215,5088464148,First Bank,BIO_12398,92.2,2021-12-28,EMP_009572
Dele Adeyemi,Ministry of Water Resources,1000417,7054752809,UBA,BIO_84811,97.12,2026-05-14,EMP_009573
Kemi Adebayo,Ministry of Power,226741,1475933816,UBA,BIO_80914,86.64,2022-02-19,EMP_009574
Chioma Onyeka,Ministry of Water Resources,291703,4980309078,UBA,BIO_26302,97.98,2018-01-04,EMP_009575
Hassan Yusuf,Ministry of Agriculture,458373,9734062323,GTBank,,99.9,2024-11-15,EMP_009576
Nnamdi Obiora,Ministry of Power,447542,3464703939,Access,BIO_23898,92.6,2020-12-12,EMP_009577
Ibrahim Ahmad,Nigeria Customs Service,349554,1334113490,UBA,BIO_84053,96.58,2023-06-15,EMP_009578
Usman Yusuf,Ministry of Health,365944,2061035493,First Bank,BIO_22449,93.07,2022-07-04,EMP_009579
Chioma Nwankwo,Civil Service Commission,455388,3053142936,Access,BIO_32505,96.19,2016-06-02,EMP_009580
Chiamaka Nwankwo,Ministry of Power,124447,6491873717,First Bank,BIO_77848,96.68,2022-06-11,EMP_009581
Nnamdi Eze,Ministry of Finance,337658,9169191569,First Bank,BIO_20556,87.08,2022-12-01,EMP_009582
Tunde Adeleke,Federal Roads Maintenance Agency,445401,7360555389,First Bank,BIO_11159,92.42,2020-10-19,EMP_009583
Chiamaka Ani,Federal Roads Maintenance Agency,248213,6831042431,Zenith,BIO_53905,94.69,2023-08-28,EMP_009584
Okechukwu Okonkwo,Ministry of Water Resources,494060,8024765960,GTBank,BIO_86429,98.45,2023-08-07,EMP_009585
Zainab Suleiman,Ministry of Works,466141,7899324275,Zenith,BIO_13535,95.52,2025-02-15,EMP_009586
Dele Adeleke,Ministry of Works,170712,6216752751,Zenith,BIO_63067,88.13,2018-10-25,EMP_009587
Chinedu Eze,Ministry of Power,89895,5114529563,UBA,BIO_84817,90.4,2017-04-13,EMP_009588
Amina Ahmad,Ministry of Finance,279239,5359947154,Zenith,BIO_49733,93.76,2018-09-29,EMP_009589
Chiamaka Ani,Ministry of Water Resources,143606,2344598797,GTBank,BIO_83571,90.28,2016-06-11,EMP_009590
Abubakar Musa,Nigeria Customs Service,212909,8140803672,First Bank,BIO_77794,86.98,2019-07-03,EMP_009591
Nnamdi Okonkwo,Ministry of Health,353540,1120171876,UBA,BIO_56748,97.49,2020-10-23,EMP_009592
Ade Adebayo,Ministry of Works,95104,5570247249,GTBank,BIO_92332,89.97,2022-01-28,EMP_009593
Bola Oyedepo,Federal Roads Maintenance Agency,207808,6562160496,Access,BIO_73287,93.0,2022-01-17,EMP_009594
Chukwu Eze,Ministry of Works,489771,6387978255,GTBank,BIO_17609,92.16,2020-11-29,EMP_009595
Chioma Nwankwo,Ministry of Water Resources,147911,5224879488,Access,BIO_85634,92.37,2018-11-27,EMP_009596
Adaeze Okonkwo,Ministry of Agriculture,463372,5646134666,Zenith,BIO_58114,97.06,2018-09-20,EMP_009597
Chukwu Eze,Nigeria Customs Service,155659,7450887130,Zenith,BIO_61680,93.31,2022-10-26,EMP_009598
Nnamdi Okafor,Ministry of Finance,119547,5404719526,Access,BIO_92142,98.21,2018-08-16,EMP_009599
Uchenna Onyeka,Ministry of Health,256773,3347910004,UBA,BIO_75333,95.15,2021-03-07,EMP_009600
Chinedu Okafor,Ministry of Finance,160562,5644586549,GTBank,BIO_87507,96.33,2019-12-31,EMP_009601
Abubakar Suleiman,Ministry of Agriculture,302073,5848650766,UBA,BIO_50535,93.82,2016-08-11,EMP_009602
Dele Oyedepo,Ministry of Education,462611,4216994471,Access,BIO_52083,92.65,2025-02-14,EMP_009603
Hassan Yusuf,Ministry of Agriculture,81951,3100645032,UBA,BIO_39094,85.89,2020-03-10,EMP_009604
Yemi Oyedepo,Ministry of Agriculture,181845,2993980496,Zenith,BIO_28733,96.24,2023-12-04,EMP_009605
Chioma Nwosu,Ministry of Education,216473,2385786064,Zenith,BIO_40877,91.69,2018-08-14,EMP_009606
Chinedu Nwankwo,Ministry of Finance,430064,7603227968,Zenith,,99.9,2025-11-06,EMP_009607
Fatima Ahmad,Ministry of Education,331831,3551227376,First Bank,BIO_40903,85.86,2018-10-25,EMP_009608
Kemi Ogunlesi,Nigeria Customs Service,300515,3552523980,GTBank,BIO_53891,97.07,2020-05-02,EMP_009609
Tunde Adebayo,Ministry of Health,245143,2960705867,First Bank,BIO_66923,92.66,2022-01-01,EMP_009610
Ade Williams,Ministry of Agriculture,331710,1412072211,UBA,BIO_71457,90.12,2023-03-06,EMP_009611
Chukwu Obiora,Federal Roads Maintenance Agency,141283,4059143108,Zenith,BIO_97879,88.21,2021-07-25,EMP_009612
Abubakar Musa,Ministry of Finance,123803,9077901227,Access,BIO_46987,96.91,2022-01-07,EMP_009613
Chinedu Okafor,Ministry of Health,473291,2710217829,UBA,BIO_36709,96.98,2024-06-12,EMP_009614
Ade Adebayo,Civil Service Commission,120107,2094522339,GTBank,BIO_91440,93.25,2018-12-24,EMP_009615
Chinedu Eze,Ministry of Works,177521,9180842624,Access,BIO_52809,89.56,2023-02-20,EMP_009616
Hassan Umar,Federal Roads Maintenance Agency,336828,9412746939,Access,BIO_38570,92.84,2017-06-22,EMP_009617
Tunde Adebayo,Ministry of Finance,230474,9347085290,Zenith,,99.9,2026-04-28,EMP_009618
Bola Adeleke,Ministry of Agriculture,321939,8921845733,Access,BIO_84945,91.91,2021-10-24,EMP_009619
Nnamdi Okafor,Ministry of Water Resources,355475,9734739847,UBA,BIO_86838,85.9,2022-10-27,EMP_009620
Hassan Umar,Civil Service Commission,225805,2924522628,UBA,BIO_95210,87.03,2020-05-24,EMP_009621
Hassan Umar,Ministry of Agriculture,317680,8992253440,GTBank,BIO_22122,93.41,2018-08-17,EMP_009622
Dele Ogunlesi,Ministry of Power,219367,1121250062,Zenith,BIO_51368,88.01,2021-07-08,EMP_009623
Kemi Adebayo,Ministry of Water Resources,354469,2478201625,Zenith,BIO_64779,91.33,2022-09-02,EMP_009624
Abubakar Yusuf,Ministry of Education,107545,1192613965,UBA,BIO_17156,92.6,2020-05-03,EMP_009625
Bola Adeyemi,Federal Roads Maintenance Agency,225646,3718369821,Access,BIO_60770,88.79,2021-03-15,EMP_009626
Tunde Oyedepo,Ministry of Works,486521,4557147297,First Bank,BIO_52153,87.21,2020-11-16,EMP_009627
Chioma Eze,Ministry of Agriculture,464452,6765515628,First Bank,BIO_57509,93.06,2024-12-29,EMP_009628
Nnamdi Okafor,Ministry of Power,282865,8159781041,GTBank,,99.9,2025-04-09,EMP_009629
Adaeze Nwankwo,Ministry of Education,324360,6954990071,GTBank,BIO_49023,93.24,2019-01-29,EMP_009630
Tayo Adeyemi,Ministry of Works,129233,6614425117,Access,BIO_62831,87.35,2018-02-21,EMP_009631
Bola Adeyemi,Ministry of Power,105765,2662790588,UBA,BIO_75342,93.18,2016-06-18,EMP_009632
Bola Adeyemi,Ministry of Education,197709,2697478658,Zenith,BIO_91391,88.37,2023-08-07,EMP_009633
Tayo Adeleke,Ministry of Health,209314,7232567260,GTBank,BIO_83194,95.72,2019-07-06,EMP_009634
Bola Williams,Civil Service Commission,109755,1937883638,UBA,BIO_70833,96.45,2017-07-05,EMP_009635
Chukwu Okafor,Ministry of Water Resources,86199,3840551331,First Bank,BIO_49807,86.73,2022-11-05,EMP_009636
Chukwu Nwosu,Ministry of Power,376404,3461129438,Access,BIO_40603,92.23,2017-06-09,EMP_009637
Chiamaka Nwankwo,Civil Service Commission,369406,6503159687,GTBank,BIO_77428,88.05,2020-09-19,EMP_009638
Usman Mohammed,Ministry of Agriculture,116690,8294620460,GTBank,BIO_67498,91.31,2017-01-11,EMP_009639
Ade Adeleke,Civil Service Commission,361246,9746450180,First Bank,BIO_22338,96.69,2022-09-01,EMP_009640
Chinedu Eze,Ministry of Education,241931,3719976377,Zenith,BIO_29923,93.49,2020-01-11,EMP_009641
Dele Ogunlesi,Ministry of Finance,172346,9381263468,GTBank,BIO_94246,92.65,2024-04-26,EMP_009642
Usman Umar,Federal Roads Maintenance Agency,255299,1174822536,Access,,99.9,2025-05-20,EMP_009643
Aisha Musa,Ministry of Health,155256,9531434543,Zenith,BIO_85785,90.94,2022-11-18,EMP_009644
Dele Adebayo,Nigeria Customs Service,472116,2130762165,Access,BIO_90489,94.38,2024-03-11,EMP_009645
Uchenna Ani,Ministry of Water Resources,366603,4422436501,First Bank,BIO_12845,88.32,2021-08-21,EMP_009646
Chiamaka Obiora,Ministry of Finance,471341,6003443134,Access,BIO_32859,95.36,2022-02-13,EMP_009647
Adaeze Nwankwo,Civil Service Commission,328103,5974731703,UBA,BIO_47720,87.51,2023-02-08,EMP_009648
Ade Adeleke,Ministry of Finance,128920,7835607822,UBA,BIO_79727,96.68,2025-04-02,EMP_009649
Dele Adeyemi,Federal Roads Maintenance Agency,369389,4942510238,First Bank,BIO_88448,92.95,2021-04-20,EMP_009650
Hassan Ibrahim,Federal Roads Maintenance Agency,189558,3221893990,First Bank,BIO_44566,95.93,2022-03-19,EMP_009651
Yemi Adeyemi,Civil Service Commission,410037,7495265706,Access,BIO_57867,93.7,2022-03-30,EMP_009652
Yemi Adeleke,Ministry of Water Resources,438622,1784030147,Zenith,BIO_19060,97.94,2020-09-26,EMP_009653
Tunde Williams,Ministry of Education,87662,9700526332,First Bank,BIO_22871,94.98,2023-03-15,EMP_009654
Fatima Musa,Nigeria Customs Service,380341,6208134428,Zenith,BIO_87620,95.27,2021-10-23,EMP_009655
Chiamaka Nwosu,Ministry of Education,258161,1851516201,Zenith,BIO_75830,96.83,2023-10-19,EMP_009656
Hassan Ahmad,Ministry of Works,349677,8204327359,GTBank,BIO_89999,96.26,2020-08-16,EMP_009657
Femi Oyedepo,Ministry of Power,94755,6965431431,First Bank,BIO_86863,92.78,2020-12-07,EMP_009658
Yemi Adeyemi,Ministry of Agriculture,187458,4085678987,Access,BIO_45224,97.63,2022-10-15,EMP_009659
Chioma Nwosu,Ministry of Finance,84066,2116285408,First Bank,BIO_69896,87.98,2016-07-26,EMP_009660
Dele Oyedepo,Ministry of Education,363870,7228688747,UBA,BIO_39418,97.05,2020-02-06,EMP_009661
Nnamdi Obiora,Civil Service Commission,402130,9244969406,Access,BIO_51328,96.52,2023-03-29,EMP_009662
Tunde Adebayo,Ministry of Agriculture,163758,9029138452,Access,BIO_89112,94.35,2017-09-26,EMP_009663
Nnamdi Obiora,Ministry of Agriculture,233839,9051659625,GTBank,BIO_39490,97.66,2016-06-27,EMP_009664
Abubakar Ahmad,Nigeria Customs Service,473930,4633879873,Zenith,BIO_38133,94.98,2018-07-16,EMP_009665
Hassan Yusuf,Ministry of Works,332442,4557140834,Zenith,BIO_53951,85.72,2020-10-03,EMP_009666
Fatima Yusuf,Nigeria Customs Service,480213,8965314296,Zenith,BIO_75285,87.08,2017-01-30,EMP_009667
Uchenna Onyeka,Ministry of Finance,139278,4108714302,First Bank,BIO_39922,97.65,2016-09-12,EMP_009668
Hassan Umar,Civil Service Commission,385372,5175537516,Access,BIO_35914,97.43,2019-08-21,EMP_009669
Kemi Adebayo,Federal Roads Maintenance Agency,231908,4285456080,Access,BIO_82044,89.01,2017-08-28,EMP_009670
Chukwu Ani,Ministry of Health,353918,5067479020,UBA,BIO_11633,96.88,2019-03-14,EMP_009671
Tayo Oyedepo,Ministry of Education,303992,8254036544,Access,BIO_51435,88.22,2020-02-12,EMP_009672
Zainab Umar,Ministry of Water Resources,98387,3906192288,First Bank,BIO_14528,98.92,2019-06-24,EMP_009673
Hassan Mohammed,Nigeria Customs Service,1297646,1018866718,UBA,BIO_85058,95.49,2025-10-29,EMP_009674
Fatima Ahmad,Ministry of Power,190770,2945136417,Zenith,BIO_42771,87.22,2021-08-11,EMP_009675
Chukwu Okonkwo,Ministry of Agriculture,375942,2214181283,Access,BIO_99012,86.25,2017-10-24,EMP_009676
Tayo Adebayo,Ministry of Power,424438,1761740091,Access,BIO_70823,91.43,2024-01-17,EMP_009677
Chinedu Obiora,Federal Roads Maintenance Agency,237633,6080437410,Access,BIO_72621,86.21,2018-05-30,EMP_009678
Zainab Suleiman,Ministry of Works,467947,8367993961,Zenith,BIO_21101,88.2,2018-11-30,EMP_009679
Usman Suleiman,Ministry of Health,379806,6004985554,UBA,BIO_63979,88.16,2020-06-26,EMP_009680
